Individual,Fitness,Precision,Recall,Overall_Accuracy,Harmonic_Mean,Weighted_Kappa,Tree
0,0.35538135284015,0.3640084116445445,0.42417397396639006,0.9549040555555556,0.35538135284015,0.3326927577572834,"F.Half_Image(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Img_Sum(F.Img_Div(R, B), F.Img_Sum(F.Img_Sum(F.Log_Image(F.Img_Div(R, B)), F.Log_Image(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Half_Image(F.DX(F.Log_Image(F.Img_Div(R, B))))))))), F.Log_Image(F.Filter_Gaussian4(F.Img_Div(R, B))))))))"
1,0.3411683355023227,0.32586032500220524,0.44095115586980055,0.9496873888888888,0.3411683355023227,0.30833582231554274,"F.Half_Image(F.Img_Sum(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Half_Image(F.DX(F.Log_Image(F.Img_Div(R, B)))))), F.Half_Image(F.Filter_Gaussian4(F.Img_Sub(F.Filter_Gaussian4(F.Half_Image(F.Half_Image(F.DX(F.Log_Image(F.Img_Div(R, B)))))), F.Log_Image(F.Img_Div(R, B)))))))"
2,0.3411683355023227,0.32586032500220524,0.44095115586980055,0.9496873888888888,0.3411683355023227,0.30833582231554274,"F.Half_Image(F.Img_Sum(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Half_Image(F.DX(F.Log_Image(F.Img_Div(R, B)))))), F.Half_Image(F.Filter_Gaussian4(F.Img_Sub(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Half_Image(F.DX(F.Log_Image(F.Img_Div(R, B))))))), F.Img_Div(R, B))))))"
3,0.3310142598966601,0.35919205737203846,0.37300398094785026,0.9563432777777777,0.3310142598966601,0.3139644532169656,"F.Half_Image(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Img_Sum(F.Half_Image(F.Img_Sum(F.Filter_Gaussian4(F.Filter_Gaussian4(F.DX(F.Log_Image(F.Img_Div(R, B))))), F.Half_Image(F.Filter_Gaussian4(F.Img_Div(R, B))))), F.Half_Image(F.Img_Sum(F.Img_Sum(F.Log_Image(F.Img_Div(R, B)), F.Log_Image(F.Img_Div(R, B))), F.DX(F.Log_Image(F.Img_Div(R, B)))))))))"
4,0.35494430441238023,0.3486672532893745,0.4458168422077863,0.9521711666666666,0.3549443044123803,0.32721527495897584,"F.Half_Image(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Img_Sum(F.Img_Div(R, B), F.Img_Sum(F.Img_Sum(F.Log_Image(F.Img_Div(R, B)), F.Log_Image(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Half_Image(F.DX(F.Log_Image(F.Img_Div(R, B))))))))), F.Log_Image(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Filter_Gaussian4(F.DX(F.Log_Image(F.Img_Div(R, B))))))))))))"
5,0.274098484885763,0.4351931995616832,0.24401293383844874,0.9648999444444445,0.274098484885763,0.28650058050391486,"F.Half_Image(F.Filter_Gaussian4(F.Img_Sum(F.Img_Div(R, B), F.Img_Sum(F.Log_Image(F.Img_Div(R, B)), F.Log_Image(F.Img_Div(R, B))))))"
6,0.34645611985437347,0.37665598036476916,0.3906523642850658,0.9571225,0.34645611985437347,0.3304867352165733,"F.Half_Image(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Img_Sum(F.Img_Div(R, B), F.Half_Image(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Half_Image(F.DX(F.Log_Image(F.Img_Div(R, B)))))))))))"
7,0.003325126304148093,0.032688347637553454,0.0019753552152739764,0.9668832777777777,0.003325126304148093,0.00020555815642322227,"F.Filter_Gaussian4(F.Img_Multi(F.Img_Sum(F.Img_Sub(F.Img_Sub(F.DY(F.Img_Div(G, R)), F.Img_Div(B, G)), F.Exp_Image(F.Filter_Gaussian4(F.Img_Sub(F.Img_Sub(F.DX(F.DY(F.Img_Div(G, I))), F.Filter_Gaussian1(NIR)), F.DX(R))))), F.Half_Image(F.Half_Image(F.Exp_Image(F.Filter_Gaussian1(F.Filter_Gaussian2(F.Filter_Gaussian2(F.Img_Div(R, I)))))))), F.Filter_Gaussian5(G)))"
8,0.28874076261022075,0.3653823751011406,0.2863354887248437,0.9597902222222223,0.28874076261022075,0.2842581552707067,"F.Half_Image(F.Img_Sum(F.Filter_Gaussian4(F.Img_Sub(F.Half_Image(F.DX(F.Log_Image(F.Img_Div(R, B)))), F.Filter_Gaussian4(REG))), F.Img_Multi(F.Half_Image(F.Half_Image(F.Filter_Gaussian4(F.Log_Image(F.Img_Div(R, B))))), F.Half_Image(G))))"
9,0.35302726176700605,0.34537031271277824,0.44258200795104174,0.9520463333333333,0.35302726176700605,0.32415268271620434,"F.Half_Image(F.Filter_Gaussian4(F.Img_Sum(F.Filter_Gaussian4(F.Filter_Gaussian4(F.Half_Image(F.Img_Sum(F.Img_Sub(F.DX(F.Log_Image(F.Img_Div(R, B))), F.Img_Div(R, B)), F.Half_Image(F.Filter_Gaussian4(F.Img_Sum(F.DX(F.Log_Image(F.Img_Div(R, B))), F.Log_Image(F.Img_Div(R, B))))))))), F.Half_Image(F.Filter_Gaussian4(F.Img_Sum(F.Img_Div(R, B), F.Filter_Gaussian4(F.Filter_Gaussian4(F.Img_Sum(F.Log_Image(F.DX(F.Log_Image(F.Img_Div(R, B)))), F.Log_Image(F.Log_Image(F.Img_Div(R, B))))))))))))"
