Individual,Fitness,Precision,Recall,Overall_Accuracy,Harmonic_Mean,Weighted_Kappa,Tree
0,0.3085559588138983,0.361236448958113,0.34055594271768963,0.9586997222222222,0.30855595881389836,0.2936348309869945,"F.Filter_Gaussian4(F.Filter_Gaussian3(F.Filter_Gaussian3(F.Filter_Gaussian5(F.Filter_Gaussian5(F.Sqrt_Image(F.Sqrt_Image(F.DY(F.Half_Image(F.Img_Div(R, B))))))))))"
1,0.09080515742921634,0.34325570821047025,0.059562076719590615,0.9670193333333333,0.09080515742921634,0.10656760461792997,"F.Filter_Gaussian5(F.Sqrt_Image(F.Sqrt_Image(F.DY(F.Half_Image(F.Half_Image(F.Img_Div(R, B)))))))"
2,0.1195030493947743,0.3617124666958448,0.08296991760350964,0.9680512777777779,0.11950304939477432,0.13894097455125862,"F.Filter_Gaussian5(F.Sqrt_Image(F.Filter_Gaussian5(F.Sqrt_Image(F.Filter_Gaussian5(F.Sqrt_Image(F.Half_Image(F.Half_Image(F.DY(F.Half_Image(F.Img_Div(R, B)))))))))))"
3,0.07468599031036777,0.0466183586583912,0.24687748019759545,0.7988076666666667,0.07468599031036777,0.019746734760974532,"F.Filter_Gaussian3(F.Filter_Gaussian2(F.Filter_Gaussian3(F.Sqrt_Image(F.DX(F.Sqrt_Image(F.DY(F.Filter_Gaussian2(F.Img_Sum(F.Filter_Gaussian4(F.Half_Image(F.DY(F.Half_Image(F.Img_Div(REG, REG))))), F.Sqrt_Image(R))))))))))"
4,0.04163824374888585,0.21171212329335673,0.02589996647234245,0.9676439444444445,0.04163824374888585,0.05112004996910606,"F.Filter_Gaussian5(F.Sqrt_Image(F.Filter_Gaussian3(F.Filter_Gaussian1(F.Half_Image(F.Img_Div(R, B))))))"
5,0.3008501174374842,0.2761842047539885,0.4010765408166459,0.947252,0.3008501174374842,0.2641792952606233,"F.Filter_Gaussian4(F.Sqrt_Image(F.Sqrt_Image(F.Sqrt_Image(F.Sqrt_Image(F.Filter_Gaussian3(F.Sqrt_Image(F.Sqrt_Image(F.Filter_Gaussian1(F.DY(F.Half_Image(F.Img_Div(R, B))))))))))))"
6,0.3148465013592827,0.26037655743284593,0.4996073648308536,0.9362006111111111,0.3148465013592827,0.26491836439717564,"F.Filter_Gaussian3(F.Filter_Gaussian4(F.Sqrt_Image(F.Filter_Gaussian4(F.Filter_Gaussian5(F.Sqrt_Image(F.Filter_Gaussian2(F.Filter_Gaussian3(F.Sqrt_Image(F.DY(F.Half_Image(F.Img_Div(R, B))))))))))))"
7,0.2432314667882028,0.19667861518340607,0.3831089857553027,0.9298992222222222,0.2432314667882028,0.19498955715624133,"F.Sqrt_Image(F.Filter_Gaussian3(F.DY(F.Half_Image(F.Img_Div(R, B)))))"
8,0.2671695340465608,0.19479143663201462,0.5244464611559314,0.9134792222222222,0.2671695340465608,0.20628526049370258,"F.Filter_Gaussian4(F.Half_Image(F.DY(F.Half_Image(F.Img_Div(R, B)))))"
9,0.0,0.0,0.0,0.9672901111111112,0.0,0.0,"F.Filter_Gaussian5(F.Filter_Gaussian5(F.Half_Image(F.Filter_Gaussian3(F.Sqrt_Image(F.Filter_Gaussian1(F.Img_Multi(F.Log_Image(F.Log_Image(F.Filter_Gaussian1(F.Sqrt_Image(F.Half_Image(F.DX(F.Filter_Gaussian1(I))))))), F.Img_Sum(I, F.DY(R)))))))))"
10,0.0,0.0,0.0,0.9672901111111112,0.0,0.0,F.Filter_Gaussian3(F.Filter_Gaussian3(F.Sqrt_Image(F.Sqrt_Image(F.Sqrt_Image(F.Half_Image(F.Half_Image(F.Filter_Gaussian1(REG))))))))
11,0.07239271687485278,0.03813329321002323,0.9815872939607115,0.17603583333333334,0.07239271687485278,0.008407179791797718,"F.Filter_Gaussian4(F.Sqrt_Image(F.DY(F.Half_Image(F.Sqrt_Image(F.Half_Image(F.Half_Image(F.DY(F.DX(F.Img_Div(G, I))))))))))"
